SCAN SUMMARY
"Target URL","Security Score","Endpoints Analyzed","Swagger URL","Scanned At"
"https://api.meramonitor.com/swagger/internal/swagger.json","0","789","https://api.meramonitor.com/swagger/internal/swagger.json","2026-08-17T14:28:42.2064507Z"

SEVERITY COUNTS
"Critical","High","Medium","Low"
"0","0","107","2"

VULNERABILITY FINDINGS
"Severity","Title","Source","Rule","CWE","OWASP","Method","Endpoint","Description","Evidence","Recommendation"
"Medium","Sensitive GET Endpoint","Swagger","API004","CWE-200","A01:2021 Broken Access Control","GET","/api/v1/SuperAdminDashboard/GetTopCompaniesDetail","The endpoint name suggests sensitive data may be returned through GET.","GET /api/v1/SuperAdminDashboard/GetTopCompaniesDetail","Review authorization, response data, caching, and whether sensitive input is exposed in query strings."
"Medium","Sensitive GET Endpoint","Swagger","API004","CWE-200","A01:2021 Broken Access Control","GET","/api/v1/SuperAdminDashboard/GetRenewalPaymentCardDetails","The endpoint name suggests sensitive data may be returned through GET.","GET /api/v1/SuperAdminDashboard/GetRenewalPaymentCardDetails","Review authorization, response data, caching, and whether sensitive input is exposed in query strings."
"Medium","Sensitive GET Endpoint","Swagger","API004","CWE-200","A01:2021 Broken Access Control","GET","/api/v1/SuperAdminDashboard/GetTrialExpiriesCardDetails","The endpoint name suggests sensitive data may be returned through GET.","GET /api/v1/SuperAdminDashboard/GetTrialExpiriesCardDetails","Review authorization, response data, caching, and whether sensitive input is exposed in query strings."
"Medium","Sensitive GET Endpoint","Swagger","API004","CWE-200","A01:2021 Broken Access Control","GET","/api/v1/SuperAdminDashboard/GetTrialExpiriesReportDetails","The endpoint name suggests sensitive data may be returned through GET.","GET /api/v1/SuperAdminDashboard/GetTrialExpiriesReportDetails","Review authorization, response data, caching, and whether sensitive input is exposed in query strings."
"Medium","Sensitive GET Endpoint","Swagger","API004","CWE-200","A01:2021 Broken Access Control","GET","/api/v1/SystemActivityReport/GetUserActivitySummaryReport","The endpoint name suggests sensitive data may be returned through GET.","GET /api/v1/SystemActivityReport/GetUserActivitySummaryReport","Review authorization, response data, caching, and whether sensitive input is exposed in query strings."
"Medium","Sensitive GET Endpoint","Swagger","API004","CWE-200","A01:2021 Broken Access Control","GET","/api/v1/SystemActivityReport/GetUserProductivitySummaryReport","The endpoint name suggests sensitive data may be returned through GET.","GET /api/v1/SystemActivityReport/GetUserProductivitySummaryReport","Review authorization, response data, caching, and whether sensitive input is exposed in query strings."
"Medium","Sensitive GET Endpoint","Swagger","API004","CWE-200","A01:2021 Broken Access Control","GET","/api/v1/TimeClaim/GetUserTimeToClaim","The endpoint name suggests sensitive data may be returned through GET.","GET /api/v1/TimeClaim/GetUserTimeToClaim","Review authorization, response data, caching, and whether sensitive input is exposed in query strings."
"Medium","Sensitive GET Endpoint","Swagger","API004","CWE-200","A01:2021 Broken Access Control","GET","/api/v1/TimeClaim/GetClaimTimeForAdmin","The endpoint name suggests sensitive data may be returned through GET.","GET /api/v1/TimeClaim/GetClaimTimeForAdmin","Review authorization, response data, caching, and whether sensitive input is exposed in query strings."
"Medium","Sensitive GET Endpoint","Swagger","API004","CWE-200","A01:2021 Broken Access Control","GET","/api/v1/UserDefaultConfiguration/GetUserDefaultConfigurationByOrg","The endpoint name suggests sensitive data may be returned through GET.","GET /api/v1/UserDefaultConfiguration/GetUserDefaultConfigurationByOrg","Review authorization, response data, caching, and whether sensitive input is exposed in query strings."
"Medium","Sensitive GET Endpoint","Swagger","API004","CWE-200","A01:2021 Broken Access Control","GET","/api/v1/UserNotifications/GetNotificationUnReadCountByUserId","The endpoint name suggests sensitive data may be returned through GET.","GET /api/v1/UserNotifications/GetNotificationUnReadCountByUserId","Review authorization, response data, caching, and whether sensitive input is exposed in query strings."
"Medium","Sensitive GET Endpoint","Swagger","API004","CWE-200","A01:2021 Broken Access Control","GET","/api/v1/UserNotifications/GetNotificationByUserId","The endpoint name suggests sensitive data may be returned through GET.","GET /api/v1/UserNotifications/GetNotificationByUserId","Review authorization, response data, caching, and whether sensitive input is exposed in query strings."
"Medium","Sensitive GET Endpoint","Swagger","API004","CWE-200","A01:2021 Broken Access Control","GET","/api/v1/UserProjectTaskChangeStatus/GetUserStatusByUserId","The endpoint name suggests sensitive data may be returned through GET.","GET /api/v1/UserProjectTaskChangeStatus/GetUserStatusByUserId","Review authorization, response data, caching, and whether sensitive input is exposed in query strings."
"Medium","Sensitive GET Endpoint","Swagger","API004","CWE-200","A01:2021 Broken Access Control","GET","/api/v1/UserProjectTaskChangeStatus/GetUserStatusById","The endpoint name suggests sensitive data may be returned through GET.","GET /api/v1/UserProjectTaskChangeStatus/GetUserStatusById","Review authorization, response data, caching, and whether sensitive input is exposed in query strings."
"Medium","Sensitive GET Endpoint","Swagger","API004","CWE-200","A01:2021 Broken Access Control","GET","/api/v1/UserShift/GetShiftAssignmentsByUserId","The endpoint name suggests sensitive data may be returned through GET.","GET /api/v1/UserShift/GetShiftAssignmentsByUserId","Review authorization, response data, caching, and whether sensitive input is exposed in query strings."
"Medium","Sensitive GET Endpoint","Swagger","API004","CWE-200","A01:2021 Broken Access Control","GET","/api/v1/UserShift/GetAllUsersByFixedShift","The endpoint name suggests sensitive data may be returned through GET.","GET /api/v1/UserShift/GetAllUsersByFixedShift","Review authorization, response data, caching, and whether sensitive input is exposed in query strings."
"Medium","Sensitive GET Endpoint","Swagger","API004","CWE-200","A01:2021 Broken Access Control","GET","/api/v1/UserShift/GetAllUsersByRosterShift","The endpoint name suggests sensitive data may be returned through GET.","GET /api/v1/UserShift/GetAllUsersByRosterShift","Review authorization, response data, caching, and whether sensitive input is exposed in query strings."
"Medium","Sensitive GET Endpoint","Swagger","API004","CWE-200","A01:2021 Broken Access Control","GET","/api/v1/WorkerProcess/DistinctUserIds","The endpoint name suggests sensitive data may be returned through GET.","GET /api/v1/WorkerProcess/DistinctUserIds","Review authorization, response data, caching, and whether sensitive input is exposed in query strings."
"Medium","Sensitive GET Endpoint","Swagger","API004","CWE-200","A01:2021 Broken Access Control","GET","/api/v1/WorkerProcess/UserDailyActivity","The endpoint name suggests sensitive data may be returned through GET.","GET /api/v1/WorkerProcess/UserDailyActivity","Review authorization, response data, caching, and whether sensitive input is exposed in query strings."
"Medium","Sensitive GET Endpoint","Swagger","API004","CWE-200","A01:2021 Broken Access Control","GET","/api/v1/WorkerProcess/GetUserRecentActivity","The endpoint name suggests sensitive data may be returned through GET.","GET /api/v1/WorkerProcess/GetUserRecentActivity","Review authorization, response data, caching, and whether sensitive input is exposed in query strings."
"Medium","Sensitive GET Endpoint","Swagger","API004","CWE-200","A01:2021 Broken Access Control","GET","/api/v1/WorkerProcess/GetDistinctUsersByRecentActivity","The endpoint name suggests sensitive data may be returned through GET.","GET /api/v1/WorkerProcess/GetDistinctUsersByRecentActivity","Review authorization, response data, caching, and whether sensitive input is exposed in query strings."
"Medium","Sensitive GET Endpoint","Swagger","API004","CWE-200","A01:2021 Broken Access Control","GET","/api/v1/WorkerProcess/GetDistinctPrimeUsersByRecentActivity","The endpoint name suggests sensitive data may be returned through GET.","GET /api/v1/WorkerProcess/GetDistinctPrimeUsersByRecentActivity","Review authorization, response data, caching, and whether sensitive input is exposed in query strings."
"Medium","Sensitive GET Endpoint","Swagger","API004","CWE-200","A01:2021 Broken Access Control","GET","/api/v1/WorkerProcess/GetDistinctNonPrimeUsersByRecentActivity","The endpoint name suggests sensitive data may be returned through GET.","GET /api/v1/WorkerProcess/GetDistinctNonPrimeUsersByRecentActivity","Review authorization, response data, caching, and whether sensitive input is exposed in query strings."
"Low","HSTS Header Not Observed","HTTP","HTTP003","CWE-319","A05:2021 Security Misconfiguration","","","Strict-Transport-Security was not observed on the target response.","Strict-Transport-Security: Missing","Consider enabling HSTS on HTTPS production APIs."
"Low","X-Content-Type-Options Not Observed","HTTP","HTTP004","CWE-693","A05:2021 Security Misconfiguration","","","The target response did not expose X-Content-Type-Options.","X-Content-Type-Options: Missing","Consider sending X-Content-Type-Options: nosniff."

PASSIVE HTTP CHECKS
"Check","Value"
"HTTP Status","200"
"HTTPS","Yes"
"Strict-Transport-Security","Missing"
"Content-Security-Policy","Missing"
"X-Content-Type-Options","Missing"
"Access-Control-Allow-Origin","Not observed"
"Server","Microsoft-IIS/10.0"
